City,Result,Cause of accident,Type
RAIPUR,8.0,Careless driving/overtaking,Died
RAIPUR,690.0,Over speeding,Cases
RAIPUR,410.0,Over speeding,Injured
RAIPUR,107.0,Over speeding,Died
RAIPUR,4.0,DUI,Cases
RAIPUR,3.0,DUI,Injured
RAIPUR,0.0,DUI,Died
RAIPUR,12.0,Physical Fatigue of Drivers,Cases
RAIPUR,5.0,Physical Fatigue of Drivers,Injured
RAIPUR,1.0,Physical Fatigue of Drivers,Died
RAIPUR,31.0,Defect in Mechanical Condition of Motor Vehicle,Cases
RAIPUR,24.0,Defect in Mechanical Condition of Motor Vehicle,Injured
RAIPUR,2.0,Defect in Mechanical Condition of Motor Vehicle,Died
RAIPUR,18.0,Animal Crossing,Cases
RAIPUR,8.0,Animal Crossing,Injured
RAIPUR,2.0,Animal Crossing,Died
RAIPUR,0.0,Weather Condition (Poor Visibility),Cases
RAIPUR,0.0,Weather Condition (Poor Visibility),Injured
RAIPUR,0.0,Weather Condition (Poor Visibility),Died
RAIPUR,0.0,Weather Condition (Others Causes),Cases
RAIPUR,0.0,Weather Condition (Others Causes),Injured
RAIPUR,0.0,Weather Condition (Others Causes),Died
RAIPUR,17.0,Lack of Road Infrastructure,Cases
RAIPUR,13.0,Lack of Road Infrastructure,Injured
RAIPUR,1.0,Lack of Road Infrastructure,Died
RAIPUR,24.0,Vehicles parked at road  Shoulders,Cases
RAIPUR,18.0,Vehicles parked at road  Shoulders,Injured
RAIPUR,4.0,Vehicles parked at road  Shoulders,Died
RAIPUR,87.0,Causes Not Known,Cases
RAIPUR,34.0,Causes Not Known,Injured
RAIPUR,34.0,Causes Not Known,Died
RAJKOT,0.0,Careless driving/overtaking,Cases
RAJKOT,0.0,Careless driving/overtaking,Injured
RAJKOT,0.0,Careless driving/overtaking,Died
RAJKOT,432.0,Over speeding,Cases
RAJKOT,324.0,Over speeding,Injured
RAJKOT,138.0,Over speeding,Died
RAJKOT,0.0,DUI,Cases
RAJKOT,0.0,DUI,Injured
RAJKOT,0.0,DUI,Died
RAJKOT,0.0,Physical Fatigue of Drivers,Cases
RAJKOT,0.0,Physical Fatigue of Drivers,Injured
RAJKOT,0.0,Physical Fatigue of Drivers,Died
RAJKOT,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
RAJKOT,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
RAJKOT,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
RAJKOT,0.0,Animal Crossing,Cases
RAJKOT,0.0,Animal Crossing,Injured
RAJKOT,0.0,Animal Crossing,Died
RAJKOT,0.0,Weather Condition (Poor Visibility),Cases
RAJKOT,0.0,Weather Condition (Poor Visibility),Injured
RAJKOT,0.0,Weather Condition (Poor Visibility),Died
RAJKOT,0.0,Weather Condition (Others Causes),Cases
RAJKOT,0.0,Weather Condition (Others Causes),Injured
RAJKOT,0.0,Weather Condition (Others Causes),Died
RAJKOT,0.0,Lack of Road Infrastructure,Cases
RAJKOT,0.0,Lack of Road Infrastructure,Injured
RAJKOT,0.0,Lack of Road Infrastructure,Died
RAJKOT,0.0,Vehicles parked at road  Shoulders,Cases
RAJKOT,0.0,Vehicles parked at road  Shoulders,Injured
RAJKOT,0.0,Vehicles parked at road  Shoulders,Died
RAJKOT,0.0,Causes Not Known,Cases
RAJKOT,0.0,Causes Not Known,Injured
RAJKOT,0.0,Causes Not Known,Died
RANCHI,0.0,Careless driving/overtaking,Cases
RANCHI,0.0,Careless driving/overtaking,Injured
RANCHI,0.0,Careless driving/overtaking,Died
RANCHI,154.0,Over speeding,Cases
RANCHI,101.0,Over speeding,Injured
RANCHI,98.0,Over speeding,Died
RANCHI,44.0,DUI,Cases
RANCHI,25.0,DUI,Injured
RANCHI,44.0,DUI,Died
RANCHI,49.0,Physical Fatigue of Drivers,Cases
RANCHI,18.0,Physical Fatigue of Drivers,Injured
RANCHI,22.0,Physical Fatigue of Drivers,Died
RANCHI,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
RANCHI,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
RANCHI,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
RANCHI,0.0,Animal Crossing,Cases
RANCHI,0.0,Animal Crossing,Injured
RANCHI,0.0,Animal Crossing,Died
RANCHI,0.0,Weather Condition (Poor Visibility),Cases
RANCHI,0.0,Weather Condition (Poor Visibility),Injured
RANCHI,0.0,Weather Condition (Poor Visibility),Died
RANCHI,0.0,Weather Condition (Others Causes),Cases
RANCHI,0.0,Weather Condition (Others Causes),Injured
RANCHI,0.0,Weather Condition (Others Causes),Died
RANCHI,0.0,Lack of Road Infrastructure,Cases
RANCHI,0.0,Lack of Road Infrastructure,Injured
RANCHI,0.0,Lack of Road Infrastructure,Died
RANCHI,0.0,Vehicles parked at road  Shoulders,Cases
RANCHI,0.0,Vehicles parked at road  Shoulders,Injured
RANCHI,0.0,Vehicles parked at road  Shoulders,Died
RANCHI,0.0,Causes Not Known,Cases
RANCHI,0.0,Causes Not Known,Injured
RANCHI,0.0,Causes Not Known,Died
SRINAGAR,0.0,Careless driving/overtaking,Cases
SRINAGAR,0.0,Careless driving/overtaking,Injured
SRINAGAR,0.0,Careless driving/overtaking,Died
SRINAGAR,276.0,Over speeding,Cases
SRINAGAR,275.0,Over speeding,Injured
SRINAGAR,45.0,Over speeding,Died
SRINAGAR,0.0,DUI,Cases
SRINAGAR,0.0,DUI,Injured
SRINAGAR,0.0,DUI,Died
SRINAGAR,0.0,Physical Fatigue of Drivers,Cases
SRINAGAR,0.0,Physical Fatigue of Drivers,Injured
SRINAGAR,0.0,Physical Fatigue of Drivers,Died
SRINAGAR,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
SRINAGAR,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
SRINAGAR,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
SRINAGAR,0.0,Animal Crossing,Cases
SRINAGAR,0.0,Animal Crossing,Injured
SRINAGAR,0.0,Animal Crossing,Died
SRINAGAR,0.0,Weather Condition (Poor Visibility),Cases
SRINAGAR,0.0,Weather Condition (Poor Visibility),Injured
SRINAGAR,0.0,Weather Condition (Poor Visibility),Died
SRINAGAR,0.0,Weather Condition (Others Causes),Cases
SRINAGAR,0.0,Weather Condition (Others Causes),Injured
SRINAGAR,0.0,Weather Condition (Others Causes),Died
SRINAGAR,0.0,Lack of Road Infrastructure,Cases
SRINAGAR,0.0,Lack of Road Infrastructure,Injured
SRINAGAR,0.0,Lack of Road Infrastructure,Died
SRINAGAR,0.0,Vehicles parked at road  Shoulders,Cases
SRINAGAR,0.0,Vehicles parked at road  Shoulders,Injured
SRINAGAR,0.0,Vehicles parked at road  Shoulders,Died
SRINAGAR,0.0,Causes Not Known,Cases
SRINAGAR,0.0,Causes Not Known,Injured
SRINAGAR,0.0,Causes Not Known,Died
SURAT,0.0,Careless driving/overtaking,Cases
SURAT,0.0,Careless driving/overtaking,Injured
SURAT,0.0,Careless driving/overtaking,Died
SURAT,567.0,Over speeding,Cases
SURAT,415.0,Over speeding,Injured
SURAT,190.0,Over speeding,Died
SURAT,4.0,DUI,Cases
SURAT,4.0,DUI,Injured
SURAT,0.0,DUI,Died
SURAT,0.0,Physical Fatigue of Drivers,Cases
SURAT,0.0,Physical Fatigue of Drivers,Injured
SURAT,0.0,Physical Fatigue of Drivers,Died
SURAT,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
SURAT,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
SURAT,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
SURAT,0.0,Animal Crossing,Cases
SURAT,0.0,Animal Crossing,Injured
SURAT,0.0,Animal Crossing,Died
SURAT,0.0,Weather Condition (Poor Visibility),Cases
SURAT,0.0,Weather Condition (Poor Visibility),Injured
SURAT,0.0,Weather Condition (Poor Visibility),Died
SURAT,0.0,Weather Condition (Others Causes),Cases
SURAT,0.0,Weather Condition (Others Causes),Injured
SURAT,0.0,Weather Condition (Others Causes),Died
SURAT,0.0,Lack of Road Infrastructure,Cases
SURAT,0.0,Lack of Road Infrastructure,Injured
SURAT,0.0,Lack of Road Infrastructure,Died
SURAT,0.0,Vehicles parked at road  Shoulders,Cases
SURAT,0.0,Vehicles parked at road  Shoulders,Injured
SURAT,0.0,Vehicles parked at road  Shoulders,Died
SURAT,0.0,Causes Not Known,Cases
SURAT,0.0,Causes Not Known,Injured
SURAT,0.0,Causes Not Known,Died
THIRUVANANTHAPURAM,512.0,Careless driving/overtaking,Cases
THIRUVANANTHAPURAM,467.0,Careless driving/overtaking,Injured
THIRUVANANTHAPURAM,29.0,Careless driving/overtaking,Died
THIRUVANANTHAPURAM,609.0,Over speeding,Cases
THIRUVANANTHAPURAM,681.0,Over speeding,Injured
THIRUVANANTHAPURAM,71.0,Over speeding,Died
THIRUVANANTHAPURAM,9.0,DUI,Cases
THIRUVANANTHAPURAM,6.0,DUI,Injured
THIRUVANANTHAPURAM,0.0,DUI,Died
THIRUVANANTHAPURAM,3.0,Physical Fatigue of Drivers,Cases
THIRUVANANTHAPURAM,1.0,Physical Fatigue of Drivers,Injured
THIRUVANANTHAPURAM,2.0,Physical Fatigue of Drivers,Died
THIRUVANANTHAPURAM,2.0,Defect in Mechanical Condition of Motor Vehicle,Cases
THIRUVANANTHAPURAM,1.0,Defect in Mechanical Condition of Motor Vehicle,Injured
THIRUVANANTHAPURAM,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
THIRUVANANTHAPURAM,20.0,Animal Crossing,Cases
THIRUVANANTHAPURAM,29.0,Animal Crossing,Injured
THIRUVANANTHAPURAM,5.0,Animal Crossing,Died
THIRUVANANTHAPURAM,2.0,Weather Condition (Poor Visibility),Cases
THIRUVANANTHAPURAM,2.0,Weather Condition (Poor Visibility),Injured
THIRUVANANTHAPURAM,0.0,Weather Condition (Poor Visibility),Died
THIRUVANANTHAPURAM,1.0,Weather Condition (Others Causes),Cases
THIRUVANANTHAPURAM,1.0,Weather Condition (Others Causes),Injured
THIRUVANANTHAPURAM,1.0,Weather Condition (Others Causes),Died
THIRUVANANTHAPURAM,0.0,Lack of Road Infrastructure,Cases
THIRUVANANTHAPURAM,0.0,Lack of Road Infrastructure,Injured
THIRUVANANTHAPURAM,0.0,Lack of Road Infrastructure,Died
THIRUVANANTHAPURAM,32.0,Vehicles parked at road  Shoulders,Cases
THIRUVANANTHAPURAM,29.0,Vehicles parked at road  Shoulders,Injured
THIRUVANANTHAPURAM,0.0,Vehicles parked at road  Shoulders,Died
THIRUVANANTHAPURAM,24.0,Causes Not Known,Cases
THIRUVANANTHAPURAM,45.0,Causes Not Known,Injured
THIRUVANANTHAPURAM,0.0,Causes Not Known,Died
THRISSUR,13.0,Careless driving/overtaking,Cases
THRISSUR,9.0,Careless driving/overtaking,Injured
THRISSUR,6.0,Careless driving/overtaking,Died
THRISSUR,1448.0,Over speeding,Cases
THRISSUR,1621.0,Over speeding,Injured
THRISSUR,126.0,Over speeding,Died
THRISSUR,3.0,DUI,Cases
THRISSUR,2.0,DUI,Injured
THRISSUR,2.0,DUI,Died
THRISSUR,0.0,Physical Fatigue of Drivers,Cases
THRISSUR,0.0,Physical Fatigue of Drivers,Injured
THRISSUR,0.0,Physical Fatigue of Drivers,Died
THRISSUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
THRISSUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
THRISSUR,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
THRISSUR,0.0,Animal Crossing,Cases
THRISSUR,0.0,Animal Crossing,Injured
THRISSUR,0.0,Animal Crossing,Died
THRISSUR,0.0,Weather Condition (Poor Visibility),Cases
THRISSUR,0.0,Weather Condition (Poor Visibility),Injured
THRISSUR,0.0,Weather Condition (Poor Visibility),Died
THRISSUR,0.0,Weather Condition (Others Causes),Cases
THRISSUR,0.0,Weather Condition (Others Causes),Injured
THRISSUR,0.0,Weather Condition (Others Causes),Died
THRISSUR,0.0,Lack of Road Infrastructure,Cases
THRISSUR,0.0,Lack of Road Infrastructure,Injured
THRISSUR,0.0,Lack of Road Infrastructure,Died
THRISSUR,0.0,Vehicles parked at road  Shoulders,Cases
THRISSUR,0.0,Vehicles parked at road  Shoulders,Injured
THRISSUR,0.0,Vehicles parked at road  Shoulders,Died
THRISSUR,0.0,Causes Not Known,Cases
THRISSUR,0.0,Causes Not Known,Injured
THRISSUR,0.0,Causes Not Known,Died
TIRUCHIRAPPALLI,12.0,Careless driving/overtaking,Cases
TIRUCHIRAPPALLI,18.0,Careless driving/overtaking,Injured
TIRUCHIRAPPALLI,0.0,Careless driving/overtaking,Died
TIRUCHIRAPPALLI,385.0,Over speeding,Cases
TIRUCHIRAPPALLI,383.0,Over speeding,Injured
TIRUCHIRAPPALLI,86.0,Over speeding,Died
TIRUCHIRAPPALLI,1.0,DUI,Cases
TIRUCHIRAPPALLI,0.0,DUI,Injured
TIRUCHIRAPPALLI,1.0,DUI,Died
TIRUCHIRAPPALLI,0.0,Physical Fatigue of Drivers,Cases
TIRUCHIRAPPALLI,0.0,Physical Fatigue of Drivers,Injured
TIRUCHIRAPPALLI,0.0,Physical Fatigue of Drivers,Died
TIRUCHIRAPPALLI,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
TIRUCHIRAPPALLI,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
TIRUCHIRAPPALLI,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
TIRUCHIRAPPALLI,0.0,Animal Crossing,Cases
TIRUCHIRAPPALLI,0.0,Animal Crossing,Injured
TIRUCHIRAPPALLI,0.0,Animal Crossing,Died
TIRUCHIRAPPALLI,0.0,Weather Condition (Poor Visibility),Cases
TIRUCHIRAPPALLI,0.0,Weather Condition (Poor Visibility),Injured
TIRUCHIRAPPALLI,0.0,Weather Condition (Poor Visibility),Died
TIRUCHIRAPPALLI,0.0,Weather Condition (Others Causes),Cases
TIRUCHIRAPPALLI,0.0,Weather Condition (Others Causes),Injured
TIRUCHIRAPPALLI,0.0,Weather Condition (Others Causes),Died
TIRUCHIRAPPALLI,0.0,Lack of Road Infrastructure,Cases
TIRUCHIRAPPALLI,0.0,Lack of Road Infrastructure,Injured
TIRUCHIRAPPALLI,0.0,Lack of Road Infrastructure,Died
TIRUCHIRAPPALLI,0.0,Vehicles parked at road  Shoulders,Cases
TIRUCHIRAPPALLI,0.0,Vehicles parked at road  Shoulders,Injured
TIRUCHIRAPPALLI,0.0,Vehicles parked at road  Shoulders,Died
TIRUCHIRAPPALLI,0.0,Causes Not Known,Cases
TIRUCHIRAPPALLI,0.0,Causes Not Known,Injured
TIRUCHIRAPPALLI,0.0,Causes Not Known,Died
VADODARA,21.0,Careless driving/overtaking,Cases
VADODARA,15.0,Careless driving/overtaking,Injured
VADODARA,3.0,Careless driving/overtaking,Died
VADODARA,452.0,Over speeding,Cases
VADODARA,389.0,Over speeding,Injured
VADODARA,150.0,Over speeding,Died
VADODARA,8.0,DUI,Cases
VADODARA,4.0,DUI,Injured
VADODARA,0.0,DUI,Died
VADODARA,0.0,Physical Fatigue of Drivers,Cases
VADODARA,0.0,Physical Fatigue of Drivers,Injured
VADODARA,0.0,Physical Fatigue of Drivers,Died
VADODARA,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
VADODARA,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
VADODARA,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
VADODARA,0.0,Animal Crossing,Cases
VADODARA,0.0,Animal Crossing,Injured
VADODARA,0.0,Animal Crossing,Died
VADODARA,0.0,Weather Condition (Poor Visibility),Cases
VADODARA,0.0,Weather Condition (Poor Visibility),Injured
VADODARA,0.0,Weather Condition (Poor Visibility),Died
VADODARA,0.0,Weather Condition (Others Causes),Cases
VADODARA,0.0,Weather Condition (Others Causes),Injured
VADODARA,0.0,Weather Condition (Others Causes),Died
VADODARA,0.0,Lack of Road Infrastructure,Cases
VADODARA,0.0,Lack of Road Infrastructure,Injured
VADODARA,0.0,Lack of Road Infrastructure,Died
VADODARA,0.0,Vehicles parked at road  Shoulders,Cases
VADODARA,0.0,Vehicles parked at road  Shoulders,Injured
VADODARA,0.0,Vehicles parked at road  Shoulders,Died
VADODARA,0.0,Causes Not Known,Cases
VADODARA,0.0,Causes Not Known,Injured
VADODARA,0.0,Causes Not Known,Died
VARANASI,23.0,Careless driving/overtaking,Cases
VARANASI,11.0,Careless driving/overtaking,Injured
VARANASI,14.0,Careless driving/overtaking,Died
VARANASI,14.0,Over speeding,Cases
VARANASI,5.0,Over speeding,Injured
VARANASI,10.0,Over speeding,Died
VARANASI,6.0,DUI,Cases
VARANASI,1.0,DUI,Injured
VARANASI,6.0,DUI,Died
VARANASI,0.0,Physical Fatigue of Drivers,Cases
VARANASI,0.0,Physical Fatigue of Drivers,Injured
VARANASI,0.0,Physical Fatigue of Drivers,Died
VARANASI,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
VARANASI,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
VARANASI,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
VARANASI,0.0,Animal Crossing,Cases
VARANASI,0.0,Animal Crossing,Injured
VARANASI,0.0,Animal Crossing,Died
VARANASI,2.0,Weather Condition (Poor Visibility),Cases
VARANASI,1.0,Weather Condition (Poor Visibility),Injured
VARANASI,2.0,Weather Condition (Poor Visibility),Died
VARANASI,0.0,Weather Condition (Others Causes),Cases
VARANASI,0.0,Weather Condition (Others Causes),Injured
VARANASI,0.0,Weather Condition (Others Causes),Died
VARANASI,0.0,Lack of Road Infrastructure,Cases
VARANASI,0.0,Lack of Road Infrastructure,Injured
VARANASI,0.0,Lack of Road Infrastructure,Died
VARANASI,1.0,Vehicles parked at road  Shoulders,Cases
VARANASI,1.0,Vehicles parked at road  Shoulders,Injured
VARANASI,1.0,Vehicles parked at road  Shoulders,Died
VARANASI,74.0,Causes Not Known,Cases
VARANASI,47.0,Causes Not Known,Injured
VARANASI,18.0,Causes Not Known,Died
VASAI VIRAR,35.0,Careless driving/overtaking,Cases
VASAI VIRAR,12.0,Careless driving/overtaking,Injured
VASAI VIRAR,26.0,Careless driving/overtaking,Died
VASAI VIRAR,224.0,Over speeding,Cases
VASAI VIRAR,151.0,Over speeding,Injured
VASAI VIRAR,121.0,Over speeding,Died
VASAI VIRAR,0.0,DUI,Cases
VASAI VIRAR,0.0,DUI,Injured
VASAI VIRAR,0.0,DUI,Died
VASAI VIRAR,0.0,Physical Fatigue of Drivers,Cases
VASAI VIRAR,0.0,Physical Fatigue of Drivers,Injured
VASAI VIRAR,0.0,Physical Fatigue of Drivers,Died
VASAI VIRAR,2.0,Defect in Mechanical Condition of Motor Vehicle,Cases
VASAI VIRAR,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
VASAI VIRAR,2.0,Defect in Mechanical Condition of Motor Vehicle,Died
VASAI VIRAR,1.0,Animal Crossing,Cases
VASAI VIRAR,0.0,Animal Crossing,Injured
VASAI VIRAR,1.0,Animal Crossing,Died
VASAI VIRAR,0.0,Weather Condition (Poor Visibility),Cases
VASAI VIRAR,0.0,Weather Condition (Poor Visibility),Injured
VASAI VIRAR,0.0,Weather Condition (Poor Visibility),Died
VASAI VIRAR,0.0,Weather Condition (Others Causes),Cases
VASAI VIRAR,0.0,Weather Condition (Others Causes),Injured
VASAI VIRAR,0.0,Weather Condition (Others Causes),Died
VASAI VIRAR,0.0,Lack of Road Infrastructure,Cases
VASAI VIRAR,0.0,Lack of Road Infrastructure,Injured
VASAI VIRAR,0.0,Lack of Road Infrastructure,Died
VASAI VIRAR,5.0,Vehicles parked at road  Shoulders,Cases
VASAI VIRAR,0.0,Vehicles parked at road  Shoulders,Injured
VASAI VIRAR,5.0,Vehicles parked at road  Shoulders,Died
VASAI VIRAR,0.0,Causes Not Known,Cases
VASAI VIRAR,0.0,Causes Not Known,Injured
VASAI VIRAR,0.0,Causes Not Known,Died
VIJAYAWADA,342.0,Careless driving/overtaking,Cases
VIJAYAWADA,311.0,Careless driving/overtaking,Injured
VIJAYAWADA,54.0,Careless driving/overtaking,Died
VIJAYAWADA,505.0,Over speeding,Cases
VIJAYAWADA,507.0,Over speeding,Injured
VIJAYAWADA,133.0,Over speeding,Died
VIJAYAWADA,96.0,DUI,Cases
VIJAYAWADA,102.0,DUI,Injured
VIJAYAWADA,67.0,DUI,Died
VIJAYAWADA,0.0,Physical Fatigue of Drivers,Cases
VIJAYAWADA,0.0,Physical Fatigue of Drivers,Injured
VIJAYAWADA,0.0,Physical Fatigue of Drivers,Died
VIJAYAWADA,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
VIJAYAWADA,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
VIJAYAWADA,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
VIJAYAWADA,0.0,Animal Crossing,Cases
VIJAYAWADA,0.0,Animal Crossing,Injured
VIJAYAWADA,0.0,Animal Crossing,Died
VIJAYAWADA,48.0,Weather Condition (Poor Visibility),Cases
VIJAYAWADA,57.0,Weather Condition (Poor Visibility),Injured
VIJAYAWADA,20.0,Weather Condition (Poor Visibility),Died
VIJAYAWADA,0.0,Weather Condition (Others Causes),Cases
VIJAYAWADA,0.0,Weather Condition (Others Causes),Injured
VIJAYAWADA,0.0,Weather Condition (Others Causes),Died
VIJAYAWADA,0.0,Lack of Road Infrastructure,Cases
VIJAYAWADA,0.0,Lack of Road Infrastructure,Injured
VIJAYAWADA,0.0,Lack of Road Infrastructure,Died
VIJAYAWADA,0.0,Vehicles parked at road  Shoulders,Cases
VIJAYAWADA,0.0,Vehicles parked at road  Shoulders,Injured
VIJAYAWADA,0.0,Vehicles parked at road  Shoulders,Died
VIJAYAWADA,0.0,Causes Not Known,Cases
VIJAYAWADA,0.0,Causes Not Known,Injured
VIJAYAWADA,0.0,Causes Not Known,Died
VISHAKHAPATNAM,287.0,Careless driving/overtaking,Cases
VISHAKHAPATNAM,347.0,Careless driving/overtaking,Injured
VISHAKHAPATNAM,53.0,Careless driving/overtaking,Died
VISHAKHAPATNAM,853.0,Over speeding,Cases
VISHAKHAPATNAM,833.0,Over speeding,Injured
VISHAKHAPATNAM,201.0,Over speeding,Died
VISHAKHAPATNAM,4.0,DUI,Cases
VISHAKHAPATNAM,2.0,DUI,Injured
VISHAKHAPATNAM,1.0,DUI,Died
VISHAKHAPATNAM,0.0,Physical Fatigue of Drivers,Cases
VISHAKHAPATNAM,0.0,Physical Fatigue of Drivers,Injured
VISHAKHAPATNAM,0.0,Physical Fatigue of Drivers,Died
VISHAKHAPATNAM,0.0,Defect in Mechanical Condition of Motor Vehicle,Cases
VISHAKHAPATNAM,0.0,Defect in Mechanical Condition of Motor Vehicle,Injured
VISHAKHAPATNAM,0.0,Defect in Mechanical Condition of Motor Vehicle,Died
VISHAKHAPATNAM,0.0,Animal Crossing,Cases
VISHAKHAPATNAM,0.0,Animal Crossing,Injured
VISHAKHAPATNAM,0.0,Animal Crossing,Died
VISHAKHAPATNAM,0.0,Weather Condition (Poor Visibility),Cases
VISHAKHAPATNAM,0.0,Weather Condition (Poor Visibility),Injured
VISHAKHAPATNAM,0.0,Weather Condition (Poor Visibility),Died
VISHAKHAPATNAM,0.0,Weather Condition (Others Causes),Cases
VISHAKHAPATNAM,0.0,Weather Condition (Others Causes),Injured
VISHAKHAPATNAM,0.0,Weather Condition (Others Causes),Died
VISHAKHAPATNAM,0.0,Lack of Road Infrastructure,Cases
VISHAKHAPATNAM,0.0,Lack of Road Infrastructure,Injured
VISHAKHAPATNAM,0.0,Lack of Road Infrastructure,Died
VISHAKHAPATNAM,0.0,Vehicles parked at road  Shoulders,Cases
VISHAKHAPATNAM,0.0,Vehicles parked at road  Shoulders,Injured
VISHAKHAPATNAM,0.0,Vehicles parked at road  Shoulders,Died
VISHAKHAPATNAM,0.0,Causes Not Known,Cases
VISHAKHAPATNAM,0.0,Causes Not Known,Injured
VISHAKHAPATNAM,0.0,Causes Not Known,Died
